Date,TRUS1MT,TRUS3MT,TRUS6MT,TRUS1YT,TRUS3YT,TRUS5YT,TRUS7YT,TRUS10YT,TRUS20CT,TRUS30YT,TgtLow,TgtHigh,Adjustment
1998-09-30,,4.281,4.33,4.41,4.26,4.231,,4.41,5.17,4.978,0.0525,,0.0
1998-10-01,,4.125,4.21,4.28,4.1,4.071,,4.291,5.09,4.876,0.0525,,0.0
1998-10-02,,4.193,4.22,4.29,4.13,4.055,,4.286,5.05,4.826,0.0525,,0.0
1998-10-05,,4.119,4.19,4.18,4.02,3.978,,4.164,4.93,4.719,0.0525,,0.0
1998-10-06,,4.118,4.22,4.22,4.1,4.019,,4.197,5.0,4.735,0.0525,,0.0
1998-10-07,,4.123,4.17,4.23,4.13,4.186,,4.329,5.09,4.859,0.0525,,0.0
1998-10-08,,3.838,3.98,4.11,4.24,4.29,,4.573,5.29,5.005,0.0525,,0.0
1998-10-09,,3.775,3.92,4.16,4.39,4.472,,4.799,5.5,5.147,0.0525,,0.0
1998-10-12,,3.774,3.92,4.16,4.39,4.472,,4.803,5.5,5.147,0.0525,,0.0
1998-10-13,,3.968,4.05,4.25,4.33,4.352,,4.72,5.49,5.09,0.0525,,0.0
1998-10-14,,4.004,4.06,4.19,4.25,4.356,,4.607,5.38,5.09,0.0525,,0.0
1998-10-15,,3.941,4.12,4.25,4.27,4.231,,4.41,5.4,5.014,0.05,,1.0
1998-10-16,,3.625,3.73,3.86,4.04,4.054,,4.446,5.3,4.978,0.05,,0.0
1998-10-19,,3.77,3.88,3.92,4.04,4.067,,4.463,5.32,4.98,0.05,,0.0
1998-10-20,,3.89,3.91,3.98,4.12,4.116,,4.565,5.42,5.053,0.05,,0.0
1998-10-21,,3.88,3.94,4.02,4.17,4.171,,4.572,5.41,5.076,0.05,,0.0
1998-10-22,,3.869,3.98,4.04,4.18,4.22,,4.605,5.46,5.135,0.05,,0.0
1998-10-23,,3.889,4.01,4.07,4.24,4.303,,4.691,5.47,5.179,0.05,,0.0
1998-10-26,,4.069,4.08,4.13,4.3,4.282,,4.667,5.38,5.109,0.05,,0.0
1998-10-27,,4.149,4.0,4.04,4.2,4.203,,4.598,5.33,5.08,0.05,,0.0
1998-10-28,,4.252,4.11,4.07,4.15,4.153,,4.561,5.34,5.121,0.05,,0.0
1998-10-29,,4.293,4.15,4.08,4.12,4.11,,4.499,5.31,5.08,0.05,,0.0
1998-10-30,,4.302,4.21,4.18,4.24,4.229,,4.605,5.38,5.153,0.05,,0.0
1998-11-02,,4.409,4.38,4.33,4.39,4.4,,4.764,5.49,5.245,0.05,,0.0
1998-11-03,,4.491,4.35,4.33,4.37,4.371,,4.736,5.46,5.215,0.05,,0.0
1998-11-04,,4.553,4.43,4.46,4.53,4.476,,4.883,5.56,5.327,0.05,,0.0
1998-11-05,,4.5,4.47,4.53,4.55,4.511,,4.838,5.55,5.358,0.05,,0.0
1998-11-06,,4.644,4.53,4.64,4.65,4.589,,4.914,5.63,5.381,0.05,,0.0
1998-11-09,,4.575,4.5,4.54,4.63,4.539,,4.868,5.51,5.292,0.05,,0.0
1998-11-10,,4.553,4.44,4.53,4.57,4.504,,4.826,5.48,5.292,0.05,,0.0
1998-11-11,,4.563,4.44,4.53,4.57,4.518,,4.83,5.48,5.267,0.05,,0.0
1998-11-12,,4.459,4.4,4.5,4.52,4.468,,4.78,5.46,5.252,0.05,,0.0
1998-11-13,,4.447,4.38,4.52,4.56,4.518,,4.81,5.46,5.25,0.05,,0.0
1998-11-16,,4.502,4.42,4.55,4.57,4.575,,4.866,5.47,5.294,0.05,,0.0
1998-11-17,,4.403,4.35,4.52,4.58,4.582,,4.876,5.51,5.302,0.0475,,1.0
1998-11-18,,4.428,4.35,4.53,4.61,4.583,,4.846,5.44,5.262,0.0475,,0.0
1998-11-19,,4.438,4.39,4.55,4.64,4.618,,4.846,5.45,5.244,0.0475,,0.0
1998-11-20,,4.457,4.41,4.56,4.62,4.597,,4.812,5.44,5.219,0.0475,,0.0
1998-11-23,,4.492,4.42,4.57,4.61,4.626,,4.854,5.49,5.26,0.0475,,0.0
1998-11-24,,4.605,4.47,4.6,4.66,4.619,,4.83,5.47,5.213,0.0475,,0.0
1998-11-25,,4.552,4.46,4.6,4.64,4.634,,4.832,5.45,5.186,0.0475,,0.0
1998-11-26,,4.49,4.46,4.6,4.64,4.634,,4.832,5.45,5.186,0.0475,,0.0
1998-11-27,,4.53,4.45,4.59,4.63,4.591,,4.808,5.42,5.163,0.0475,,0.0
1998-11-30,,4.502,4.46,4.53,4.54,4.484,,4.718,5.33,5.074,0.0475,,0.0
1998-12-01,,4.481,4.35,4.46,4.44,4.427,,4.655,5.32,5.048,0.0475,,0.0
1998-12-02,,4.46,4.33,4.41,4.34,4.327,,4.592,5.28,5.023,0.0475,,0.0
1998-12-03,,4.428,4.32,4.41,4.33,4.271,,4.545,5.29,5.009,0.0475,,0.0
1998-12-04,,4.468,4.35,4.49,4.43,4.384,,4.627,5.34,5.042,0.0475,,0.0
1998-12-07,,4.44,4.41,4.58,4.51,4.463,,4.662,5.36,5.034,0.0475,,0.0
1998-12-08,,4.403,4.38,4.49,4.43,4.392,,4.592,5.29,5.003,0.0475,,0.0
1998-12-09,,4.418,4.36,4.46,4.4,4.37,,4.57,5.25,4.985,0.0475,,0.0
1998-12-10,,4.459,4.37,4.45,4.37,4.313,,4.521,5.24,4.954,0.0475,,0.0
1998-12-11,,4.488,4.4,4.49,4.42,4.399,,4.619,5.31,5.02,0.0475,,0.0
1998-12-14,,4.453,4.4,4.47,4.39,4.328,,4.569,5.3,4.989,0.0475,,0.0
1998-12-15,,4.47,4.4,4.49,4.44,4.399,,4.62,5.34,5.03,0.0475,,0.0
1998-12-16,,4.423,4.35,4.44,4.38,4.371,,4.546,5.33,5.03,0.0475,,0.0
1998-12-17,,4.459,4.37,4.45,4.39,4.364,,4.577,5.32,5.028,0.0475,,0.0
1998-12-18,,4.468,4.39,4.48,4.43,4.378,,4.567,5.32,5.01,0.0475,,0.0
1998-12-21,,4.489,4.43,4.53,4.52,4.443,,4.636,5.38,5.064,0.0475,,0.0
1998-12-22,,4.512,4.45,4.56,4.56,4.522,,4.704,5.45,5.145,0.0475,,0.0
1998-12-23,,4.563,4.51,4.69,4.71,4.646,,4.802,5.51,5.19,0.0475,,0.0
1998-12-24,,4.561,4.53,4.72,4.76,4.712,,4.85,5.55,5.218,0.0475,,0.0
1998-12-25,,4.498,4.53,4.72,4.76,4.712,,4.85,5.55,5.218,0.0475,,0.0
1998-12-28,,4.533,4.51,4.65,4.71,4.632,,4.749,5.47,5.153,0.0475,,0.0
1998-12-29,,4.595,4.47,4.62,4.6,4.559,,4.674,5.41,5.094,0.0475,,0.0
1998-12-30,,4.532,4.43,4.54,4.55,4.54,,4.642,5.4,5.1,0.0475,,0.0
1998-12-31,,4.468,4.39,4.53,4.55,4.538,,4.648,5.39,5.096,0.0475,,0.0
1999-01-01,,4.396,4.39,4.53,4.55,4.538,,4.648,5.39,5.096,0.0475,,0.0
1999-01-04,,4.471,4.4,4.58,4.57,4.56,,4.679,5.42,5.155,0.0475,,0.0
1999-01-05,,4.476,4.41,4.56,4.64,4.626,,4.743,5.48,5.206,0.0475,,0.0
1999-01-06,,4.444,4.39,4.53,4.62,4.568,,4.709,5.42,5.163,0.0475,,0.0
1999-01-07,,4.418,4.33,4.51,4.63,4.641,,4.773,5.48,5.229,0.0475,,0.0
1999-01-08,,4.452,4.37,4.57,4.71,4.738,,4.868,5.57,5.27,0.0475,,0.0
1999-01-11,,4.51,4.41,4.62,4.75,4.775,,4.899,5.61,5.302,0.0475,,0.0
1999-01-12,,4.47,4.35,4.55,4.68,4.672,,4.808,5.55,5.212,0.0475,,0.0
1999-01-13,,4.428,4.32,4.49,4.61,4.562,,4.711,5.49,5.134,0.0475,,0.0
1999-01-14,,4.407,4.26,4.41,4.48,4.459,,4.61,5.39,5.06,0.0475,,0.0
1999-01-15,,4.415,4.29,4.46,4.55,4.562,,4.659,5.43,5.112,0.0475,,0.0
1999-01-18,,4.355,4.29,4.46,4.55,4.562,,4.685,5.43,5.112,0.0475,,0.0
1999-01-19,,4.377,4.29,4.49,4.62,4.592,,4.705,5.46,5.144,0.0475,,0.0
1999-01-20,,4.356,4.33,4.53,4.66,4.636,,4.737,5.48,5.167,0.0475,,0.0
1999-01-21,,4.293,4.29,4.48,4.62,4.563,,4.681,5.43,5.13,0.0475,,0.0
1999-01-22,,4.343,4.29,4.46,4.58,4.534,,4.625,5.38,5.09,0.0475,,0.0
1999-01-25,,4.419,4.31,4.48,4.58,4.549,,4.663,5.4,5.122,0.0475,,0.0
1999-01-26,,4.45,4.3,4.51,4.61,4.578,,4.693,5.41,5.122,0.0475,,0.0
1999-01-27,,4.418,4.31,4.51,4.57,4.556,,4.671,5.4,5.13,0.0475,,0.0
1999-01-28,,4.469,4.29,4.52,4.57,4.557,,4.659,5.37,5.108,0.0475,,0.0
1999-01-29,,4.447,4.31,4.51,4.57,4.55,,4.649,5.35,5.088,0.0475,,0.0
1999-02-01,,4.487,4.35,4.58,4.65,4.631,,4.745,5.45,5.181,0.0475,,0.0
1999-02-02,,4.512,4.41,4.59,4.7,4.699,,4.798,5.51,5.241,0.0475,,0.0
1999-02-03,,4.47,4.39,4.59,4.73,4.736,,4.828,5.52,5.256,0.0475,,0.0
1999-02-04,,4.469,4.39,4.63,4.8,4.789,,4.877,5.57,5.291,0.0475,,0.0
1999-02-05,,4.488,4.44,4.66,4.85,4.857,,4.938,5.61,5.349,0.0475,,0.0
1999-02-08,,4.484,4.44,4.66,4.84,4.85,,4.924,5.61,5.346,0.0475,,0.0
1999-02-09,,4.483,4.41,4.65,4.78,4.835,,4.879,5.58,5.302,0.0475,,0.0
1999-02-10,,4.46,4.38,4.64,4.78,4.821,,4.928,5.58,5.368,0.0475,,0.0
1999-02-11,,4.49,4.39,4.66,4.82,4.835,,4.92,5.58,5.368,0.0475,,0.0
1999-02-12,,4.519,4.43,4.74,4.94,4.964,,5.05,5.76,5.426,0.0475,,0.0
1999-02-15,,4.457,4.43,4.74,4.94,4.964,,5.05,5.76,5.426,0.0475,,0.0
1999-02-16,,4.522,4.42,4.73,4.95,4.943,,5.015,5.69,5.351,0.0475,,0.0
1999-02-17,,4.522,4.44,4.69,4.91,4.9,,4.973,5.65,5.313,0.0475,,0.0
1999-02-18,,4.511,4.45,4.72,4.95,4.972,,5.044,5.7,5.383,0.0475,,0.0
1999-02-19,,4.54,4.48,4.71,4.97,5.001,,5.07,5.71,5.387,0.0475,,0.0
1999-02-22,,4.606,4.49,4.73,4.94,4.943,,5.016,5.67,5.357,0.0475,,0.0
1999-02-23,,4.657,4.48,4.78,5.04,5.044,,5.082,5.74,5.426,0.0475,,0.0
1999-02-24,,4.646,4.53,4.85,5.09,5.117,,5.17,5.82,5.505,0.0475,,0.0
1999-02-25,,4.614,4.53,4.86,5.21,5.263,,5.353,5.9,5.636,0.0475,,0.0
1999-02-26,,4.657,4.53,4.88,5.16,5.219,,5.277,5.85,5.58,0.0475,,0.0
1999-03-01,,4.702,4.56,4.91,5.28,5.315,,5.39,5.94,5.677,0.0475,,0.0
1999-03-02,,4.628,4.56,4.93,5.24,5.249,,5.315,5.88,5.621,0.0475,,0.0
1999-03-03,,4.596,4.56,4.89,5.24,5.294,,5.384,5.95,5.703,0.0475,,0.0
1999-03-04,,4.606,4.56,4.9,5.27,5.316,,5.414,5.97,5.7,0.0475,,0.0
1999-03-05,,4.615,4.55,4.84,5.21,5.221,,5.31,5.91,5.591,0.0475,,0.0
1999-03-08,,4.605,4.55,4.83,5.18,5.199,,5.267,5.9,5.591,0.0475,,0.0
1999-03-09,,4.587,4.5,4.76,5.08,5.097,,5.168,5.84,5.531,0.0475,,0.0
1999-03-10,,4.586,4.5,4.75,5.09,5.119,,5.195,5.86,5.556,0.0475,,0.0
1999-03-11,,4.606,4.51,4.77,5.11,5.126,,5.197,5.87,5.567,0.0475,,0.0
1999-03-12,,4.573,4.5,4.76,5.06,5.061,,5.147,5.82,5.527,0.0475,,0.0
1999-03-15,,4.587,4.51,4.76,5.03,5.061,,5.142,5.79,5.516,0.0475,,0.0
1999-03-16,,4.535,4.51,4.74,5.01,5.025,,5.105,5.75,5.48,0.0475,,0.0
1999-03-17,,4.524,4.49,4.74,5.05,5.047,,5.122,5.78,5.505,0.0475,,0.0
1999-03-18,,4.492,4.45,4.72,5.0,5.018,,5.103,5.77,5.489,0.0475,,0.0
1999-03-19,,4.501,4.46,4.73,5.05,5.076,,5.165,5.82,5.54,0.0475,,0.0
1999-03-22,,4.499,4.45,4.77,5.1,5.113,,5.201,5.87,5.573,0.0475,,0.0
1999-03-23,,4.493,4.36,4.74,5.09,5.062,,5.16,5.87,5.547,0.0475,,0.0
1999-03-24,,4.482,4.37,4.73,5.04,5.055,,5.152,5.84,5.536,0.0475,,0.0
1999-03-25,,4.502,4.38,4.77,5.07,5.106,,5.214,5.88,5.585,0.0475,,0.0
1999-03-26,,4.501,4.36,4.74,5.05,5.077,,5.201,5.9,5.598,0.0475,,0.0
1999-03-29,,4.481,4.36,4.75,5.08,5.137,,5.259,5.94,5.646,0.0475,,0.0
1999-03-30,,4.472,4.33,4.72,5.03,5.063,,5.187,5.89,5.578,0.0475,,0.0
1999-03-31,,4.487,4.36,4.72,5.07,5.1,,5.234,5.92,5.63,0.0475,,0.0
1999-04-01,,4.419,4.34,4.73,5.08,5.137,,5.277,5.96,5.678,0.0475,,0.0
1999-04-02,,4.31,4.31,4.67,5.03,5.137,,5.277,5.88,5.678,0.0475,,0.0
1999-04-05,,4.366,4.32,4.67,5.02,5.049,,5.189,5.88,5.589,0.0475,,0.0
1999-04-06,,4.4,4.36,4.66,4.98,4.998,,5.12,5.8,5.52,0.0475,,0.0
1999-04-07,,4.399,4.37,4.69,5.01,5.02,,5.122,5.8,5.505,0.0475,,0.0
1999-04-08,,4.388,4.35,4.64,4.89,4.946,,5.035,5.71,5.448,0.0475,,0.0
1999-04-09,,4.363,4.34,4.63,4.91,4.947,,5.044,5.73,5.463,0.0475,,0.0
1999-04-12,,4.306,4.32,4.66,4.95,4.969,,5.041,5.72,5.45,0.0475,,0.0
1999-04-13,,4.28,4.33,4.66,4.97,5.006,,5.103,5.77,5.498,0.0475,,0.0
1999-04-14,,4.285,4.33,4.65,4.98,5.043,,5.129,5.77,5.509,0.0475,,0.0
1999-04-15,,4.305,4.34,4.66,5.05,5.058,,5.163,5.8,5.525,0.0475,,0.0
1999-04-16,,4.324,4.38,4.71,5.08,5.11,,5.219,5.85,5.576,0.0475,,0.0
1999-04-19,,4.34,4.38,4.69,5.04,5.029,,5.146,5.81,5.52,0.0475,,0.0
1999-04-20,,4.368,4.37,4.67,5.03,5.044,,5.14,5.79,5.514,0.0475,,0.0
1999-04-21,,4.347,4.36,4.68,5.03,5.074,,5.168,5.8,5.522,0.0475,,0.0
1999-04-22,,4.357,4.39,4.73,5.09,5.134,,5.243,5.89,5.605,0.0475,,0.0
1999-04-23,,4.423,4.42,4.71,5.09,5.142,,5.224,5.87,5.596,0.0475,,0.0
1999-04-26,,4.361,4.42,4.72,5.12,5.119,,5.22,5.84,5.574,0.0475,,0.0
1999-04-27,,4.389,4.42,4.74,5.07,5.097,,5.207,5.82,5.536,0.0475,,0.0
1999-04-28,,4.386,4.42,4.75,5.1,5.142,,5.263,5.84,5.583,0.0475,,0.0
1999-04-29,,4.492,4.42,4.68,5.02,5.075,,5.209,5.79,5.522,0.0475,,0.0
1999-04-30,,4.532,4.48,4.78,5.17,5.218,,5.345,5.94,5.667,0.0475,,0.0
1999-05-03,,4.514,4.49,4.79,5.16,5.226,,5.355,5.93,5.657,0.0475,,0.0
1999-05-04,,4.514,4.51,4.8,5.2,5.272,,5.403,6.0,5.715,0.0475,,0.0
1999-05-05,,4.513,4.49,4.75,5.16,5.249,,5.394,5.97,5.706,0.0475,,0.0
1999-05-06,,4.513,4.5,4.79,5.26,5.348,,5.504,6.07,5.787,0.0475,,0.0
1999-05-07,,4.511,4.51,4.78,5.27,5.38,,5.531,6.1,5.813,0.0475,,0.0
1999-05-10,,4.587,4.5,4.77,5.24,5.365,,5.529,6.07,5.797,0.0475,,0.0
1999-05-11,,4.597,4.53,4.8,5.27,5.419,,5.578,6.11,5.835,0.0475,,0.0
1999-05-12,,4.586,4.51,4.79,5.27,5.373,,5.567,6.09,5.83,0.0475,,0.0
1999-05-13,,4.586,4.5,4.75,5.19,5.286,,5.41,6.0,5.75,0.0475,,0.0
1999-05-14,,4.625,4.55,4.86,5.38,5.489,,5.615,6.16,5.916,0.0475,,0.0
1999-05-17,,4.686,4.62,4.9,5.4,5.518,,5.641,6.16,5.897,0.0475,,0.0
1999-05-18,,4.654,4.63,4.92,5.46,5.562,,5.653,6.15,5.89,0.0475,,0.0
1999-05-19,,4.607,4.59,4.9,5.44,5.54,,5.597,6.09,5.809,0.0475,,0.0
1999-05-20,,4.596,4.57,4.88,5.43,5.533,,5.591,6.13,5.83,0.0475,,0.0
1999-05-21,,4.584,4.58,4.87,5.37,5.438,,5.504,6.08,5.757,0.0475,,0.0
1999-05-24,,4.608,4.59,4.86,5.35,5.409,,5.479,6.08,5.759,0.0475,,0.0
1999-05-25,,4.628,4.61,4.9,5.37,5.402,,5.471,6.07,5.743,0.0475,,0.0
1999-05-26,,4.648,4.62,4.92,5.41,5.504,,5.553,6.12,5.809,0.0475,,0.0
1999-05-27,,4.627,4.64,4.98,5.52,5.592,,5.626,6.15,5.852,0.0475,,0.0
1999-05-28,,4.635,4.64,4.97,5.51,5.585,,5.62,6.15,5.83,0.0475,,0.0
1999-05-31,,4.559,4.64,4.97,5.51,5.585,,5.62,6.15,5.83,0.0475,,0.0
1999-06-01,,4.666,4.74,5.09,5.63,5.726,,5.762,6.27,5.926,0.0475,,0.0
1999-06-02,,4.721,4.76,5.07,5.64,5.726,,5.775,6.26,5.929,0.0475,,0.0
1999-06-03,,4.606,4.76,5.07,5.62,5.734,,5.794,6.25,5.946,0.0475,,0.0
1999-06-04,,4.537,4.75,5.07,5.64,5.735,,5.807,6.28,5.965,0.0475,,0.0
1999-06-07,,4.5,4.76,5.08,5.64,5.712,,5.775,6.27,5.965,0.0475,,0.0
1999-06-08,,4.597,4.78,5.1,5.65,5.742,,5.826,6.3,6.0,0.0475,,0.0
1999-06-09,,4.586,4.79,5.12,5.69,5.802,,5.877,6.32,6.024,0.0475,,0.0
1999-06-10,,4.658,4.83,5.13,5.74,5.84,,5.916,6.37,6.047,0.0475,,0.0
1999-06-11,,4.729,4.89,5.16,5.78,5.924,,6.02,6.47,6.155,0.0475,,0.0
1999-06-14,,4.687,4.87,5.13,5.75,5.871,,5.963,6.43,6.102,0.0475,,0.0
1999-06-15,,4.712,4.87,5.09,5.74,5.872,,5.979,6.43,6.115,0.0475,,0.0
1999-06-16,,4.648,4.82,5.0,5.69,5.812,,5.923,6.4,6.064,0.0475,,0.0
1999-06-17,,4.627,4.75,4.95,5.56,5.677,,5.788,6.27,5.963,0.0475,,0.0
1999-06-18,,4.657,4.79,4.98,5.63,5.73,,5.826,6.3,5.971,0.0475,,0.0
1999-06-21,,4.677,4.83,5.01,5.68,5.79,,5.889,6.36,6.022,0.0475,,0.0
1999-06-22,,4.732,4.85,5.15,5.73,5.828,,5.927,6.41,6.062,0.0475,,0.0
1999-06-23,,4.721,4.85,5.18,5.79,5.919,,6.031,6.47,6.143,0.0475,,0.0
1999-06-24,,4.723,4.85,5.18,5.84,5.912,,6.036,6.51,6.166,0.0475,,0.0
1999-06-25,,4.781,4.89,5.18,5.81,5.898,,6.01,6.49,6.156,0.0475,,0.0
1999-06-28,,4.801,4.89,5.15,5.75,5.83,,5.943,6.42,6.095,0.0475,,0.0
1999-06-29,,4.784,4.92,5.17,5.75,5.807,,5.924,6.38,6.06,0.0475,,0.0
1999-06-30,,4.753,4.84,5.07,5.59,5.649,,5.795,6.29,5.969,0.05,,1.0
1999-07-01,,4.658,4.81,5.09,5.65,5.718,,5.836,6.32,6.013,0.05,,0.0
1999-07-02,,4.666,4.78,5.08,5.65,5.703,,5.815,6.3,6.008,0.05,,0.0
1999-07-05,,4.59,4.78,5.08,5.65,5.703,,5.815,6.3,6.008,0.05,,0.0
1999-07-06,,4.635,4.75,5.08,5.73,5.741,,5.87,6.34,6.035,0.05,,0.0
1999-07-07,,4.648,4.56,5.06,5.74,5.741,,5.88,6.36,6.048,0.05,,0.0
1999-07-08,,4.658,4.55,5.04,5.66,5.681,,5.823,6.3,5.993,0.05,,0.0
1999-07-09,,4.667,4.56,5.04,5.68,5.704,,5.828,6.3,6.008,0.05,,0.0
1999-07-12,,4.687,4.55,5.02,5.56,5.599,,5.726,6.2,5.908,0.05,,0.0
1999-07-13,,4.701,4.53,5.0,5.57,5.584,,5.704,6.19,5.908,0.05,,0.0
1999-07-14,,4.711,4.51,5.01,5.59,5.622,,5.73,6.21,5.913,0.05,,0.0
1999-07-15,,4.69,4.5,5.01,5.59,5.614,,5.721,6.2,5.918,0.05,,0.0
1999-07-16,,4.667,4.49,5.0,5.53,5.547,,5.669,6.18,5.887,0.05,,0.0
1999-07-19,,4.62,4.5,5.0,5.51,5.547,,5.661,6.19,5.899,0.05,,0.0
1999-07-20,,4.607,4.46,4.96,5.48,5.517,,5.633,6.18,5.887,0.05,,0.0
1999-07-21,,4.565,4.47,4.92,5.51,5.525,,5.656,6.2,5.906,0.05,,0.0
1999-07-22,,4.596,4.5,4.99,5.62,5.631,,5.775,6.27,5.967,0.05,,0.0
1999-07-23,,4.615,4.52,5.02,5.65,5.692,,5.837,6.32,6.026,0.05,,0.0
1999-07-26,,4.677,4.58,5.04,5.68,5.707,,5.842,6.34,6.036,0.05,,0.0
1999-07-27,,4.691,4.58,5.03,5.61,5.685,,5.809,6.31,6.011,0.05,,0.0
1999-07-28,,4.701,4.6,5.04,5.59,5.693,,5.797,6.3,6.011,0.05,,0.0
1999-07-29,,4.71,4.64,5.11,5.68,5.769,,5.872,6.37,6.074,0.05,,0.0
1999-07-30,,4.745,4.66,5.13,5.7,5.824,,5.902,6.4,6.129,0.05,,0.0
1999-08-02,,4.775,4.71,5.15,5.76,5.816,,5.916,6.4,6.117,0.05,,0.0
1999-08-03,,4.816,4.82,5.17,5.75,5.832,,5.952,6.42,6.16,0.05,,0.0
1999-08-04,,4.763,4.79,5.12,5.73,5.809,,5.929,6.41,6.097,0.05,,0.0
1999-08-05,,4.7,4.75,5.05,5.64,5.741,,5.864,6.38,6.052,0.05,,0.0
1999-08-06,,4.771,4.83,5.16,5.79,5.918,,6.038,6.48,6.17,0.05,,0.0
1999-08-09,,4.843,4.94,5.24,5.89,6.012,,6.131,6.54,6.238,0.05,,0.0
1999-08-10,,4.926,4.93,5.24,5.9,6.043,,6.158,6.55,6.251,0.05,,0.0
1999-08-11,,4.894,4.9,5.22,5.86,5.963,,6.1,6.52,6.22,0.05,,0.0
1999-08-12,,4.779,4.88,5.25,5.89,5.963,,6.067,6.56,6.264,0.05,,0.0
1999-08-13,,4.73,4.86,5.19,5.81,5.861,,5.979,6.45,6.098,0.05,,0.0
1999-08-16,,4.688,4.88,5.24,5.82,5.876,,5.966,6.48,6.093,0.05,,0.0
1999-08-17,,4.8,4.92,5.23,5.75,5.803,,5.883,6.41,6.012,0.05,,0.0
1999-08-18,,4.753,4.86,5.19,5.74,5.781,,5.858,6.41,6.003,0.05,,0.0
1999-08-19,,4.742,4.87,5.18,5.74,5.802,,5.895,6.43,6.032,0.05,,0.0
1999-08-20,,4.792,4.89,5.16,5.72,5.78,,5.87,6.41,5.987,0.05,,0.0
1999-08-23,,4.843,4.94,5.21,5.73,5.795,,5.887,6.41,5.983,0.05,,0.0
1999-08-24,,4.931,4.9,5.18,5.71,5.707,,5.818,6.38,5.932,0.0525,,1.0
1999-08-25,,4.909,4.84,5.14,5.61,5.606,,5.717,6.28,5.854,0.0525,,0.0
1999-08-26,,4.919,4.85,5.18,5.65,5.678,,5.75,6.29,5.901,0.0525,,0.0
1999-08-27,,4.969,4.9,5.24,5.74,5.772,,5.845,6.38,5.98,0.0525,,0.0
1999-08-30,,4.969,4.96,5.31,5.81,5.859,,5.955,6.48,6.061,0.0525,,0.0
1999-08-31,,4.972,5.0,5.3,5.82,5.874,,5.974,6.49,6.066,0.0525,,0.0
1999-09-01,,4.94,5.0,5.3,5.82,5.867,,5.97,6.5,6.081,0.0525,,0.0
1999-09-02,,4.908,4.98,5.3,5.83,5.881,,6.008,6.58,6.127,0.0525,,0.0
1999-09-03,,4.895,4.93,5.22,5.72,5.778,,5.884,6.45,6.018,0.0525,,0.0
1999-09-06,,4.815,4.93,5.22,5.72,5.778,,5.884,6.45,6.018,0.0525,,0.0
1999-09-07,,4.816,4.94,5.27,5.78,5.822,,5.947,6.52,6.077,0.0525,,0.0
1999-09-08,,4.815,4.94,5.28,5.77,5.792,,5.917,6.5,6.068,0.0525,,0.0
1999-09-09,,4.804,4.94,5.3,5.81,5.836,,5.966,6.54,6.09,0.0525,,0.0
1999-09-10,,4.74,4.9,5.26,5.75,5.777,,5.894,6.48,6.041,0.0525,,0.0
1999-09-13,,4.739,4.92,5.28,5.76,5.77,,5.899,6.51,6.05,0.0525,,0.0
1999-09-14,,4.816,4.93,5.3,5.82,5.836,,5.959,6.57,6.12,0.0525,,0.0
1999-09-15,,4.732,4.87,5.25,5.79,5.784,,5.919,6.56,6.102,0.0525,,0.0
1999-09-16,,4.69,4.84,5.23,5.7,5.762,,5.892,6.51,6.079,0.0525,,0.0
1999-09-17,,4.651,4.87,5.24,5.74,5.747,,5.869,6.47,6.052,0.0525,,0.0
1999-09-20,,4.656,4.88,5.28,5.75,5.791,,5.906,6.5,6.072,0.0525,,0.0
1999-09-21,,4.774,4.86,5.26,5.76,5.813,,5.927,6.52,6.092,0.0525,,0.0
1999-09-22,,4.805,4.87,5.26,5.74,5.79,,5.915,6.5,6.088,0.0525,,0.0
1999-09-23,,4.809,4.85,5.22,5.7,5.68,,5.796,6.44,5.991,0.0525,,0.0
1999-09-24,,4.781,4.8,5.15,5.6,5.665,,5.75,6.36,5.971,0.0525,,0.0
1999-09-27,,4.801,4.81,5.19,5.67,5.716,,5.822,6.42,6.016,0.0525,,0.0
1999-09-28,,4.857,4.77,5.2,5.7,5.79,,5.885,6.47,6.086,0.0525,,0.0
1999-09-29,,4.805,4.78,5.27,5.75,5.834,,5.959,6.55,6.124,0.0525,,0.0
1999-09-30,,4.794,4.79,5.22,5.7,5.752,,5.879,6.47,6.049,0.0525,,0.0
1999-10-01,,4.812,4.81,5.3,5.83,5.863,,5.978,6.57,6.131,0.0525,,0.0
1999-10-04,,4.77,4.81,5.27,5.79,5.826,,5.931,6.51,6.088,0.0525,,0.0
1999-10-05,,4.836,4.91,5.33,5.87,5.945,,6.037,6.59,6.18,0.0525,,0.0
1999-10-06,,4.805,4.88,5.36,5.89,5.968,,6.033,6.6,6.177,0.0525,,0.0
1999-10-07,,4.804,4.91,5.36,5.91,5.968,,6.041,6.6,6.184,0.0525,,0.0
1999-10-08,,4.801,4.9,5.36,5.87,5.953,,6.035,6.61,6.196,0.0525,,0.0
1999-10-11,,4.801,4.9,5.36,5.87,5.953,,6.036,6.61,6.196,0.0525,,0.0
1999-10-12,,4.848,4.92,5.38,5.89,5.96,,6.054,6.63,6.226,0.0525,,0.0
1999-10-13,,4.971,4.95,5.43,5.93,6.013,,6.108,6.69,6.276,0.0525,,0.0
1999-10-14,,5.007,4.96,5.45,5.97,6.073,,6.164,6.73,6.328,0.0525,,0.0
1999-10-15,,5.021,4.94,5.42,5.89,5.975,,6.078,6.66,6.264,0.0525,,0.0
